"Source","DateOfIssue","Country","District","Latitude","Longitude","NewConfirmedCases","TotalConfirmedCases"
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-23-Feb.jpeg",2025-02-23,"Sierra Leone","Western urban",8.4367514,-13.3187722,0,10
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-24-Feb.jpeg",2025-02-24,"Sierra Leone","Western urban",8.4367514,-13.3187722,0,10
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-25-Feb.jpeg",2025-02-25,"Sierra Leone","Western urban",8.4367514,-13.3187722,4,14
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-26-Feb.jpeg",2025-02-26,"Sierra Leone","Western urban",8.4367514,-13.3187722,0,14
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-27-Feb.jpeg",2025-02-27,"Sierra Leone","Western urban",8.4367514,-13.3187722,2,16
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Western rural",8.2784233,-13.2506895,1,4
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-28-Feb.jpeg",2025-02-28,"Sierra Leone","Western urban",8.4367514,-13.3187722,0,16
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Bombali",9.3163383,-12.8550052,1,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,4
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-1-Mar.jpeg",2025-03-01,"Sierra Leone","Western urban",8.4367514,-13.3187722,2,18
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Western rural",8.2784233,-13.2506895,1,5
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-2-Mar.jpeg",2025-03-02,"Sierra Leone","Western urban",8.4367514,-13.3187722,2,20
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Bonthe",7.5078495,-12.8024968,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Bombali",9.3163383,-12.8550052,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Falaba",9.8532917,-11.3408093,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Kailahun",8.2796146,-10.5829024,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Kambia",9.1184844,-12.9280168,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Karene",9.2973267,-12.1060417,0,1
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Kono",8.7088338,-11.2646682,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Kenema",7.8640153,-11.2455379,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Koinadugu",9.5168977,-11.3739298,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Moyamba",8.0377643,-12.7463207,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Port Loko",8.7672385,-13.440954,0,2
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Pujehun",7.3030143,-11.8672428,0,0
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Tonkolili",8.793275,-12.7075486,0,3
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Western rural",8.2784233,-13.2506895,0,5
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-3-Mar.jpeg",2025-03-03,"Sierra Leone","Western urban",8.4367514,-13.3187722,0,20
"https://github.com/fbranda/ADAMS/blob/main/bulletins/2025/sierra-leone/bulletins/npha-mpox-4-Mar.jpeg",2025-03-04,"Sierra Leone","Bo",7.9548108,-11.7705214,0,2
